52 5 4
52 8 4
47 33 5
30 9 2
41 1 3
27 7 5
43 11 5
65 10 6
76 8 3
65 12 4
71 25 8
44 18 5
63 12 4
57 19 4
50 2 1
64 20 3
78 12 3
89 6 4
38 19 3
48 4 6
57 24 2
68 5 3
52 5 2
52 1 2
60 10 4
42 18 5
61 16 2
38 6 2
51 33 0
34 26 3
80 0 3
65 3 4
46 7 3
99 23 6
23 18 6
37 17 3
32 41 3
79 15 4
68 5 5
46 18 5
28 1 3
41 7 4
43 20 3
62 8 2
40 10 3
71 11 7
70 14 5
42 8 4
60 13 3
68 9 3
42 15 5
63 5 5
59 7 4
85 4 4
43 0 2
68 5 2
80 6 5
58 2 4
55 25 4
37 18 1
45 3 4
33 18 4
99 18 0
58 2 5
40 1 6
66 22 5
55 26 4
51 19 0
49 17 5
54 3 5
52 3 5
88 2 5
44 12 4
69 16 4
76 25 4
71 15 3
34 34 4
54 7 4
63 9 5
61 0 4
71 24 3
37 12 2
63 24 3
47 7 2
76 6 3
63 1 3
70 6 3
34 12 7
53 9 0
43 13 4
59 44 4
35 30 0
66 4 4
33 21 5
72 4 4
38 22 2
42 15 1
92 19 6
55 7 6
63 11 2
61 11 5
50 11 0
62 0 4
80 13 4
64 30 0
45 27 4
56 13 2
47 13 4
67 3 5
53 1 4
66 18 3
63 0 2
52 27 3
35 22 5
78 7 1
56 16 4
84 5 4
82 7 4
55 13 4
36 3 4
60 17 1
23 19 3
51 2 0
77 17 0
49 6 4
45 7 3
44 24 3
64 5 6
52 1 3
55 17 4
56 12 2
85 16 4
51 5 4
54 12 3
30 3 4
46 4 4
58 28 2
76 6 4
50 5 3
39 8 2
62 6 3
83 4 4
29 9 3
60 4 5
46 17 0
68 28 4
40 13 6
70 12 4
85 1 4
12 4 2
62 19 2
82 12 6
52 9 3
86 20 4
45 19 4
57 13 5
76 7 4
40 16 3
66 13 3
49 19 1
62 10 3
69 36 3
69 5 4
90 19 5
59 0 6
81 17 6
59 4 2
45 6 2
57 23 5
42 1 3
45 4 5
61 17 3
47 8 1
39 23 3
73 7 7
56 16 3
58 11 3
50 1 5
56 10 6
70 7 4
36 36 4
81 22 4
59 6 2
40 26 6
81 2 4
72 7 5
95 8 5
86 14 6
9 11 4
28 1 7
45 17 1
70 3 3
53 25 4
51 1 0
45 19 5
64 4 6
46 26 4
44 1 3
54 50 3
52 16 3
48 9 1
45 7 4
33 18 3
44 8 3
51 6 5
82 19 7
47 20 3
60 33 5
62 15 4
45 7 3
45 5 3
68 14 2
51 8 4
82 3 5
60 0 1
42 9 2
54 9 4
69 17 4
68 13 5
98 1 6
61 11 2
45 14 3
99 9 6
76 12 0
65 3 5
57 1 6
82 3 5
42 23 4
73 29 2
76 23 4
74 26 7
67 9 2
62 19 4
55 5 1
68 3 0
47 8 5
82 6 4
48 1 3
79 17 1
21 19 5
71 2 2
67 8 2
61 5 4
53 14 4
83 7 5
46 14 2
39 14 3
48 6 3
54 1 3
45 10 5
