First-come first-served,,
"PID","Burst","Priority","Arrival","Start","Finish","Wait","Response","Turnaround"
101,72,4,5,5,76,0,0,72
102,72,4,13,77,148,64,64,136
103,67,5,46,149,215,103,103,170
104,50,2,55,216,265,161,161,211
105,61,3,56,266,326,210,210,271
106,47,5,63,327,373,264,264,311
107,63,5,74,374,436,300,300,363
108,85,6,84,437,521,353,353,438
109,96,3,92,522,617,430,430,526
110,85,4,104,618,702,514,514,599
111,91,8,129,703,793,574,574,665
112,64,5,147,794,857,647,647,711
113,83,4,159,858,940,699,699,782
114,77,4,178,941,1017,763,763,840
115,70,1,180,1018,1087,838,838,908
116,84,3,200,1088,1171,888,888,972
117,98,3,212,1172,1269,960,960,1058
118,99,4,218,1270,1368,1052,1052,1151
119,58,3,237,1369,1426,1132,1132,1190
120,68,6,241,1427,1494,1186,1186,1254
121,77,2,265,1495,1571,1230,1230,1307
122,88,3,270,1572,1659,1302,1302,1390
123,72,2,275,1660,1731,1385,1385,1457
124,72,2,276,1732,1803,1456,1456,1528
125,80,4,286,1804,1883,1518,1518,1598
126,62,5,304,1884,1945,1580,1580,1642
127,81,2,320,1946,2026,1626,1626,1707
128,58,2,326,2027,2084,1701,1701,1759
129,71,0,359,2085,2155,1726,1726,1797
130,54,3,385,2156,2209,1771,1771,1825
131,99,3,385,2210,2308,1825,1825,1924
132,85,4,388,2309,2393,1921,1921,2006
133,66,3,395,2394,2459,1999,1999,2065
134,99,6,418,2460,2558,2042,2042,2141
135,43,6,436,2559,2601,2123,2123,2166
136,57,3,453,2602,2658,2149,2149,2206
137,52,3,494,2659,2710,2165,2165,2217
138,99,4,509,2711,2809,2202,2202,2301
139,88,5,514,2810,2897,2296,2296,2384
140,66,5,532,2898,2963,2366,2366,2432
141,48,3,533,2964,3011,2431,2431,2479
142,61,4,540,3012,3072,2472,2472,2533
143,63,3,560,3073,3135,2513,2513,2576
144,82,2,568,3136,3217,2568,2568,2650
145,60,3,578,3218,3277,2640,2640,2700
146,91,7,589,3278,3368,2689,2689,2780
147,90,5,603,3369,3458,2766,2766,2856
