First-come first-served,,
"PID","Burst","Priority","Arrival","Start","Finish","Wait","Response","Turnaround"
851,52,4,5,5,56,0,0,52
852,52,4,13,57,108,44,44,96
853,47,5,46,109,155,63,63,110
854,30,2,55,156,185,101,101,131
855,41,3,56,186,226,130,130,171
856,27,5,63,227,253,164,164,191
857,43,5,74,254,296,180,180,223
858,65,6,84,297,361,213,213,278
859,76,3,92,362,437,270,270,346
860,65,4,104,438,502,334,334,399
861,71,8,129,503,573,374,374,445
862,44,5,147,574,617,427,427,471
863,63,4,159,618,680,459,459,522
864,57,4,178,681,737,503,503,560
865,50,1,180,738,787,558,558,608
866,64,3,200,788,851,588,588,652
867,78,3,212,852,929,640,640,718
868,89,4,218,930,1018,712,712,801
869,38,3,237,1019,1056,782,782,820
870,48,6,241,1057,1104,816,816,864
871,57,2,265,1105,1161,840,840,897
872,68,3,270,1162,1229,892,892,960
873,52,2,275,1230,1281,955,955,1007
874,52,2,276,1282,1333,1006,1006,1058
875,60,4,286,1334,1393,1048,1048,1108
876,42,5,304,1394,1435,1090,1090,1132
877,61,2,320,1436,1496,1116,1116,1177
878,38,2,326,1497,1534,1171,1171,1209
879,51,0,359,1535,1585,1176,1176,1227
880,34,3,385,1586,1619,1201,1201,1235
881,80,3,385,1620,1699,1235,1235,1315
882,65,4,388,1700,1764,1312,1312,1377
883,46,3,395,1765,1810,1370,1370,1416
884,99,6,418,1811,1909,1393,1393,1492
885,23,6,436,1910,1932,1474,1474,1497
886,37,3,453,1933,1969,1480,1480,1517
887,32,3,494,1970,2001,1476,1476,1508
888,79,4,509,2002,2080,1493,1493,1572
889,68,5,514,2081,2148,1567,1567,1635
890,46,5,532,2149,2194,1617,1617,1663
891,28,3,533,2195,2222,1662,1662,1690
892,41,4,540,2223,2263,1683,1683,1724
893,43,3,560,2264,2306,1704,1704,1747
894,62,2,568,2307,2368,1739,1739,1801
895,40,3,578,2369,2408,1791,1791,1831
896,71,7,589,2409,2479,1820,1820,1891
897,70,5,603,2480,2549,1877,1877,1947
898,42,4,611,2550,2591,1939,1939,1981
899,60,3,624,2592,2651,1968,1968,2028
900,68,3,633,2652,2719,2019,2019,2087
901,42,5,648,2720,2761,2072,2072,2114
902,63,5,653,2762,2824,2109,2109,2172
903,59,4,660,2825,2883,2165,2165,2224
904,85,4,664,2884,2968,2220,2220,2305
905,43,2,664,2969,3011,2305,2305,2348
906,68,2,669,3012,3079,2343,2343,2411
907,80,5,675,3080,3159,2405,2405,2485
908,58,4,677,3160,3217,2483,2483,2541
909,55,4,702,3218,3272,2516,2516,2571
910,37,1,720,3273,3309,2553,2553,2590
911,45,4,723,3310,3354,2587,2587,2632
912,33,4,741,3355,3387,2614,2614,2647
913,99,0,759,3388,3486,2629,2629,2728
914,58,5,761,3487,3544,2726,2726,2784
915,40,6,762,3545,3584,2783,2783,2823
916,66,5,784,3585,3650,2801,2801,2867
917,55,4,810,3651,3705,2841,2841,2896
918,51,0,829,3706,3756,2877,2877,2928
919,49,5,846,3757,3805,2911,2911,2960
920,54,5,849,3806,3859,2957,2957,3011
921,52,5,852,3860,3911,3008,3008,3060
922,88,5,854,3912,3999,3058,3058,3146
923,44,4,866,4000,4043,3134,3134,3178
924,69,4,882,4044,4112,3162,3162,3231
925,76,4,907,4113,4188,3206,3206,3282
926,71,3,922,4189,4259,3267,3267,3338
927,34,4,956,4260,4293,3304,3304,3338
928,54,4,963,4294,4347,3331,3331,3385
929,63,5,972,4348,4410,3376,3376,3439
930,61,4,972,4411,4471,3439,3439,3500
931,71,3,996,4472,4542,3476,3476,3547
932,37,2,1008,4543,4579,3535,3535,3572
933,63,3,1032,4580,4642,3548,3548,3611
934,47,2,1039,4643,4689,3604,3604,3651
935,76,3,1045,4690,4765,3645,3645,3721
936,63,3,1046,4766,4828,3720,3720,3783
937,70,3,1052,4829,4898,3777,3777,3847
938,34,7,1064,4899,4932,3835,3835,3869
939,53,0,1073,4933,4985,3860,3860,3913
940,43,4,1086,4986,5028,3900,3900,3943
941,59,4,1130,5029,5087,3899,3899,3958
942,35,0,1160,5088,5122,3928,3928,3963
943,66,4,1164,5123,5188,3959,3959,4025
944,33,5,1185,5189,5221,4004,4004,4037
945,72,4,1189,5222,5293,4033,4033,4105
946,38,2,1211,5294,5331,4083,4083,4121
947,42,1,1226,5332,5373,4106,4106,4148
948,92,6,1245,5374,5465,4129,4129,4221
949,55,6,1252,5466,5520,4214,4214,4269
950,63,2,1263,5521,5583,4258,4258,4321
951,61,5,1274,5584,5644,4310,4310,4371
952,50,0,1285,5645,5694,4360,4360,4410
953,62,4,1285,5695,5756,4410,4410,4472
954,80,4,1298,5757,5836,4459,4459,4539
955,64,0,1328,5837,5900,4509,4509,4573
956,45,4,1355,5901,5945,4546,4546,4591
957,56,2,1368,5946,6001,4578,4578,4634
958,47,4,1381,6002,6048,4621,4621,4668
959,67,5,1384,6049,6115,4665,4665,4732
960,53,4,1385,6116,6168,4731,4731,4784
961,66,3,1403,6169,6234,4766,4766,4832
962,63,2,1403,6235,6297,4832,4832,4895
963,52,3,1430,6298,6349,4868,4868,4920
964,35,5,1452,6350,6384,4898,4898,4933
965,78,1,1459,6385,6462,4926,4926,5004
