22 15 7
22 1 7
17 43 8
1 19 5
11 11 6
2 17 8
13 21 8
35 0 9
46 18 6
35 22 7
41 35 9
14 28 8
33 2 7
27 29 7
20 12 1
34 30 6
48 22 6
59 16 7
8 29 6
18 14 9
27 34 5
38 15 6
22 15 5
22 8 5
30 20 7
12 28 8
31 26 5
8 16 5
21 43 2
4 36 6
50 9 6
35 13 7
16 2 6
72 33 9
6 28 9
7 27 6
2 51 6
49 5 7
38 15 8
16 28 8
1 8 6
11 2 7
13 30 6
32 18 5
10 20 6
41 21 9
40 24 8
12 18 7
30 3 6
38 0 6
12 5 8
33 15 8
29 17 7
55 14 7
13 10 5
38 15 5
50 16 8
28 7 7
25 35 7
7 28 4
15 13 7
3 28 7
71 28 3
28 7 8
10 11 9
36 32 8
25 36 7
21 29 3
19 27 8
24 6 8
22 6 8
58 7 8
14 2 7
39 26 7
46 35 7
41 25 6
4 44 7
24 17 7
33 19 8
31 9 7
41 34 6
7 22 5
33 34 6
17 17 5
46 16 6
33 8 6
40 16 6
4 22 9
23 19 3
13 23 7
29 54 7
5 40 3
36 14 7
3 31 8
42 5 7
8 32 5
12 25 4
62 29 9
25 17 9
33 21 5
31 21 8
20 21 3
32 9 7
50 23 7
34 40 3
15 37 7
26 23 5
17 23 7
37 13 8
23 11 7
36 28 6
33 10 5
22 37 6
5 32 8
48 17 4
26 26 7
54 15 7
52 17 7
25 23 7
6 13 7
30 27 4
6 29 6
21 12 3
47 27 3
19 16 7
15 17 6
14 34 6
34 15 9
22 8 6
25 27 7
26 22 5
55 26 7
21 4 7
