52 15 4
52 1 4
47 43 5
30 19 2
41 11 3
27 17 5
43 21 5
65 0 6
76 18 3
65 22 4
71 35 8
44 28 5
63 2 4
57 29 4
50 12 1
64 30 3
78 22 3
89 16 4
38 29 3
48 14 6
57 34 2
68 15 3
52 15 2
52 8 2
60 20 4
42 28 5
61 26 2
38 16 2
51 43 0
34 36 3
80 9 3
65 13 4
46 2 3
99 33 6
23 28 6
37 27 3
32 51 3
79 5 4
68 15 5
46 28 5
28 8 3
41 2 4
43 30 3
62 18 2
40 20 3
71 21 7
70 24 5
42 18 4
60 3 3
68 0 3
42 5 5
63 15 5
59 17 4
85 14 4
43 10 2
68 15 2
80 16 5
58 7 4
55 35 4
37 28 1
45 13 4
33 28 4
99 28 0
58 7 5
40 11 6
66 32 5
55 36 4
51 29 0
49 27 5
54 6 5
52 6 5
88 7 5
44 2 4
69 26 4
76 35 4
71 25 3
34 44 4
54 17 4
63 19 5
61 9 4
71 34 3
37 22 2
63 34 3
47 17 2
76 16 3
63 8 3
70 16 3
34 22 7
53 19 0
43 23 4
59 54 4
35 40 0
66 14 4
33 31 5
72 5 4
38 32 2
42 25 1
92 29 6
55 17 6
63 21 2
61 21 5
50 21 0
62 9 4
80 23 4
64 40 0
45 37 4
56 23 2
47 23 4
67 13 5
53 11 4
66 28 3
63 10 2
52 37 3
35 32 5
78 17 1
56 26 4
84 15 4
82 17 4
55 23 4
36 13 4
60 27 1
23 29 3
51 12 0
77 27 0
49 16 4
45 17 3
44 34 3
64 15 6
52 8 3
55 27 4
56 22 2
85 26 4
51 4 4
54 22 3
30 6 4
46 14 4
58 38 2
76 16 4
50 15 3
39 18 2
62 16 3
83 5 4
29 19 3
60 14 5
46 27 0
68 38 4
40 23 6
70 22 4
85 11 4
12 14 2
62 29 2
82 22 6
52 19 3
86 30 4
45 29 4
57 23 5
76 17 4
40 26 3
66 23 3
49 29 1
62 20 3
69 46 3
69 4 4
90 29 5
59 9 6
81 27 6
59 5 2
45 16 2
57 33 5
42 8 3
45 14 5
61 27 3
47 18 1
39 33 3
73 17 7
56 26 3
58 21 3
50 8 5
56 20 6
70 17 4
36 46 4
81 32 4
59 16 2
40 36 6
81 7 4
72 17 5
95 1 5
86 24 6
9 21 4
28 8 7
45 27 1
70 13 3
53 35 4
51 11 0
45 29 5
64 5 6
46 36 4
44 8 3
54 60 3
52 6 3
48 0 1
45 2 4
33 28 3
44 18 3
51 16 5
82 29 7
47 30 3
60 23 5
62 25 4
45 17 3
45 4 3
68 24 2
51 18 4
82 13 5
60 9 1
42 19 2
54 0 4
69 7 4
68 23 5
98 11 6
61 1 2
45 4 3
99 19 6
76 22 0
65 13 5
57 8 6
82 13 5
42 33 4
73 39 2
76 33 4
74 36 7
67 19 2
62 29 4
55 15 1
68 13 0
47 1 5
82 3 4
48 8 3
79 27 1
21 29 5
71 12 2
67 1 2
61 15 4
53 24 4
83 17 5
46 24 2
39 24 3
48 3 3
54 11 3
45 20 5
