32 29 4
32 15 4
27 57 5
10 33 2
21 25 3
7 31 5
23 35 5
45 13 6
56 32 3
45 36 4
51 49 8
24 42 5
43 11 4
37 43 4
30 26 1
44 44 3
58 36 3
69 30 4
18 43 3
28 28 6
37 48 2
48 29 3
32 29 2
32 22 2
40 34 4
22 42 5
41 40 2
18 30 2
31 57 0
14 50 3
60 23 3
45 27 4
26 16 3
82 47 6
3 42 6
17 41 3
12 65 3
59 8 4
48 29 5
26 42 5
8 22 3
21 16 4
23 44 3
42 32 2
20 34 3
51 35 7
50 38 5
22 32 4
40 10 3
48 14 3
22 8 5
43 29 5
39 31 4
65 28 4
23 24 2
48 29 2
60 30 5
38 21 4
35 49 4
17 42 1
25 27 4
13 42 4
81 42 0
38 21 5
20 25 6
46 46 5
35 50 4
31 43 0
29 41 5
34 20 5
32 20 5
68 21 5
24 11 4
49 40 4
56 49 4
51 39 3
14 58 4
34 31 4
43 33 5
41 23 4
51 48 3
17 36 2
43 48 3
27 31 2
56 30 3
43 22 3
50 30 3
14 36 7
33 33 0
23 37 4
39 68 4
15 54 0
46 28 4
13 45 5
52 19 4
18 46 2
22 39 1
72 43 6
35 31 6
43 35 2
