42 5 4
42 8 4
37 33 5
20 9 2
31 1 3
17 7 5
33 11 5
55 10 6
66 8 3
55 12 4
61 25 8
34 18 5
53 12 4
47 19 4
40 2 1
54 20 3
68 12 3
79 6 4
28 19 3
38 4 6
47 24 2
58 5 3
42 5 2
42 1 2
50 10 4
32 18 5
51 16 2
28 6 2
41 33 0
24 26 3
70 0 3
55 3 4
36 7 3
92 23 6
13 18 6
27 17 3
22 41 3
69 15 4
58 5 5
36 18 5
18 1 3
31 7 4
33 20 3
52 8 2
30 10 3
61 11 7
60 14 5
32 8 4
50 13 3
58 9 3
32 15 5
53 5 5
49 7 4
75 4 4
33 0 2
58 5 2
70 6 5
48 2 4
45 25 4
27 18 1
35 3 4
23 18 4
91 18 0
48 2 5
30 1 6
56 22 5
45 26 4
41 19 0
39 17 5
44 3 5
42 3 5
78 2 5
34 12 4
59 16 4
66 25 4
61 15 3
24 34 4
44 7 4
53 9 5
51 0 4
61 24 3
27 12 2
53 24 3
37 7 2
66 6 3
53 1 3
60 6 3
24 12 7
43 9 0
33 13 4
49 44 4
25 30 0
56 4 4
23 21 5
62 4 4
28 22 2
32 15 1
82 19 6
45 7 6
53 11 2
51 11 5
40 11 0
52 0 4
70 13 4
54 30 0
35 27 4
46 13 2
37 13 4
57 3 5
43 1 4
56 18 3
53 0 2
42 27 3
25 22 5
68 7 1
46 16 4
74 5 4
72 7 4
45 13 4
26 3 4
50 17 1
13 19 3
41 2 0
67 17 0
39 6 4
35 7 3
34 24 3
54 5 6
42 1 3
45 17 4
46 12 2
75 16 4
41 5 4
44 12 3
20 3 4
36 4 4
48 28 2
66 6 4
40 5 3
29 8 2
52 6 3
73 4 4
19 9 3
50 4 5
36 17 0
58 28 4
30 13 6
60 12 4
75 1 4
2 4 2
52 19 2
72 12 6
42 9 3
76 20 4
35 19 4
47 13 5
66 7 4
30 16 3
56 13 3
39 19 1
52 10 3
59 36 3
59 5 4
80 19 5
49 0 6
71 17 6
49 4 2
35 6 2
47 23 5
32 1 3
35 4 5
51 17 3
37 8 1
29 23 3
63 7 7
46 16 3
48 11 3
40 1 5
46 10 6
60 7 4
26 36 4
71 22 4
49 6 2
30 26 6
71 2 4
62 7 5
85 8 5
76 14 6
1 11 4
18 1 7
35 17 1
60 3 3
43 25 4
41 1 0
35 19 5
54 4 6
36 26 4
34 1 3
44 50 3
42 16 3
38 9 1
35 7 4
23 18 3
34 8 3
41 6 5
72 19 7
37 20 3
50 33 5
52 15 4
35 7 3
35 5 3
58 14 2
41 8 4
72 3 5
50 0 1
32 9 2
44 9 4
59 17 4
58 13 5
88 1 6
51 11 2
35 14 3
90 9 6
66 12 0
55 3 5
47 1 6
72 3 5
32 23 4
63 29 2
66 23 4
64 26 7
57 9 2
52 19 4
45 5 1
58 3 0
37 8 5
72 6 4
38 1 3
69 17 1
11 19 5
61 2 2
57 8 2
51 5 4
43 14 4
73 7 5
36 14 2
29 14 3
38 6 3
44 1 3
35 10 5
