62 15 7
62 1 7
57 43 8
40 19 5
51 11 6
37 17 8
53 21 8
75 0 9
86 18 6
75 22 7
81 35 9
54 28 8
73 2 7
67 29 7
60 12 1
74 30 6
88 22 6
99 16 7
48 29 6
58 14 9
67 34 5
78 15 6
62 15 5
62 8 5
70 20 7
52 28 8
71 26 5
48 16 5
61 43 2
44 36 6
90 9 6
75 13 7
56 2 6
99 33 9
33 28 9
47 27 6
42 51 6
89 5 7
78 15 8
56 28 8
38 8 6
51 2 7
53 30 6
72 18 5
50 20 6
81 21 9
80 24 8
52 18 7
70 3 6
78 0 6
52 5 8
73 15 8
69 17 7
95 14 7
53 10 5
78 15 5
90 16 8
68 7 7
65 35 7
47 28 4
55 13 7
43 28 7
99 28 3
68 7 8
50 11 9
76 32 8
65 36 7
61 29 3
59 27 8
64 6 8
62 6 8
98 7 8
54 2 7
79 26 7
86 35 7
81 25 6
44 44 7
64 17 7
73 19 8
71 9 7
81 34 6
47 22 5
73 34 6
57 17 5
86 16 6
73 8 6
80 16 6
44 22 9
63 19 3
53 23 7
69 54 7
45 40 3
76 14 7
43 31 8
82 5 7
48 32 5
52 25 4
99 29 9
65 17 9
73 21 5
71 21 8
60 21 3
72 9 7
90 23 7
74 40 3
55 37 7
66 23 5
57 23 7
77 13 8
63 11 7
76 28 6
73 10 5
62 37 6
45 32 8
88 17 4
66 26 7
94 15 7
92 17 7
65 23 7
46 13 7
70 27 4
33 29 6
61 12 3
87 27 3
59 16 7
55 17 6
54 34 6
74 15 9
62 8 6
65 27 7
66 22 5
95 26 7
61 4 7
64 22 6
40 6 7
56 14 7
68 38 5
86 16 7
60 15 6
49 18 5
72 16 6
93 5 7
39 19 6
70 14 8
56 27 3
78 38 7
50 23 9
80 22 7
95 11 7
22 14 5
72 29 5
92 22 9
62 19 6
96 30 7
55 29 7
67 23 8
86 17 7
50 26 6
76 23 6
59 29 4
72 20 6
79 46 6
79 4 7
99 29 8
69 9 9
91 27 9
69 5 5
55 16 5
67 33 8
52 8 6
55 14 8
71 27 6
57 18 4
49 33 6
83 17 9
66 26 6
68 21 6
60 8 8
66 20 9
80 17 7
46 46 7
91 32 7
69 16 5
50 36 9
91 7 7
82 17 8
99 1 8
96 24 9
19 21 7
38 8 9
55 27 4
80 13 6
63 35 7
61 11 3
55 29 8
74 5 9
56 36 7
54 8 6
64 60 6
62 6 6
58 0 4
55 2 7
43 28 6
54 18 6
61 16 8
92 29 9
57 30 6
70 23 8
72 25 7
55 17 6
55 4 6
78 24 5
61 18 7
92 13 8
70 9 4
52 19 5
64 0 7
79 7 7
78 23 8
99 11 9
71 1 5
55 4 6
99 19 9
86 22 3
75 13 8
67 8 9
92 13 8
52 33 7
83 39 5
86 33 7
84 36 9
77 19 5
72 29 7
65 15 4
78 13 3
57 1 8
92 3 7
58 8 6
89 27 4
31 29 8
81 12 5
77 1 5
71 15 7
63 24 7
93 17 8
56 24 5
49 24 6
58 3 6
64 11 6
55 20 8
